identifier,numunitid,count,min,max,mean,quantile_10,quantile_20,quantile_30,quantile_40,quantile_50,quantile_60,quantile_70,quantile_80,quantile_90
242..00,343,9421,0.0,780.0,73.939415,58.0,62.0,66.0,70.0,72.0,76.0,80.0,84.0,91.0
242..00,41,565,44.0,141.0,75.25487,60.0,64.0,68.0,70.0,74.0,78.0,80.0,85.0,93.0
242..00,52,56,54.0,113.0,77.21429,62.0,64.0,70.0,73.0,78.0,80.0,84.0,86.0,92.0
242..00,1155,8,61.0,85.0,71.125,65.0,65.0,69.0,69.0,72.0,72.0,72.0,76.0,76.0
242..00,842,8,56.0,84.0,70.0,58.0,58.0,68.0,70.0,72.0,72.0,76.0,76.0,76.0
242..00,10150,3,81.0,85.0,82.666664,81.0,81.0,82.0,82.0,82.0,82.0,82.0,85.0,85.0
242..00,2097,3,56.0,72.0,66.666664,56.0,56.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0
242..00,1070,2,72.0,84.0,78.0,72.0,72.0,72.0,72.0,84.0,84.0,84.0,84.0,84.0
242..00,1864,1,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
242..00,4866,1,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0
242..00,12336,1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
242..00,721,1,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
242..00,12356,1,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
242..00,3082,1,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
242..00,1,1,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
242..00,12354,1,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
242..00,4685,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
242..00,9366,1,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0
242..00,1458,1,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
242..00,4445,1,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
242..00,1687,1,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
242..00,156,1,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
242..00,2190,1,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
243..00,104,281,44.0,129.0,72.2242,60.0,64.0,66.0,68.0,71.0,74.0,76.0,80.0,86.0
243..00,343,107,47.0,107.0,71.299065,56.0,60.0,63.0,64.0,69.0,75.0,78.0,82.0,90.0
243..00,41,32,54.0,92.0,71.625,57.0,60.0,66.0,70.0,70.0,72.0,80.0,84.0,90.0
243..00,105,12,66.0,110.0,81.083336,68.0,68.0,76.0,79.0,80.0,80.0,81.0,85.0,100.0
243..00,1155,6,72.0,105.0,86.166664,80.0,80.0,80.0,80.0,88.0,88.0,92.0,92.0,105.0
243..00,2091,2,59.0,62.0,60.5,59.0,59.0,59.0,59.0,62.0,62.0,62.0,62.0,62.0
243..00,3834,1,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0
243..00,721,1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
246..00,216,1360,0.0,14080.0,119.73676,80.0,80.0,85.0,90.0,90.0,130.0,140.0,140.0,140.0
246..00,210,186,66.0,155.0,107.17742,80.0,80.0,85.0,85.0,90.0,130.0,130.0,140.0,140.0
246..00,212,2,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
246..00,215,1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
246..00,3613,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248..00,408,44,0.0,57.9,2.9295454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0
248..00,122,2,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
249..00,104,13,60.0,112.0,80.0,62.0,68.0,72.0,78.0,78.0,84.0,84.0,86.0,102.0
249..00,41,11,36.7,104.0,74.24545,60.0,60.0,60.0,66.0,72.0,72.0,88.0,96.0,102.0
24E..00,212,18,120.0,200.0,158.5,130.0,150.0,152.0,158.0,160.0,162.0,170.0,172.0,175.0
24E..00,210,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24E..00,216,8,94.0,190.0,136.75,96.0,96.0,110.0,128.0,142.0,142.0,160.0,174.0,174.0
24F..00,212,18,140.0,200.0,166.22223,150.0,150.0,152.0,170.0,170.0,170.0,170.0,172.0,180.0
24F..00,210,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24F..00,216,9,98.0,166.0,137.55556,116.0,120.0,120.0,124.0,138.0,152.0,160.0,160.0,164.0
24F..00,63,1,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
24J..00,261,2001,0.0,214.0,2.1587458,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
24J..00,263,87,0.5,7.0,2.3275862,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0
24J..00,2315,2,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0
24J..00,350,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
24K..00,122,22,1.5,5.2,2.9772727,1.7,1.7,1.8,1.9,1.9,3.2,4.8,4.9,5.0
24T..00,104,1,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0
24c..00,104,9237,0.0,71219.0,84.52907,60.0,65.0,69.0,72.0,76.0,80.0,83.0,88.0,95.0
24c..00,343,63,48.0,130.0,73.20635,60.0,64.0,67.0,68.0,72.0,76.0,78.0,80.0,87.0
24c..00,105,28,33.0,112.0,69.78571,52.0,58.0,60.0,67.0,69.0,73.0,76.0,80.0,80.0
24c..00,41,14,45.0,85.0,68.42857,60.0,62.0,66.0,67.0,70.0,71.0,72.0,72.0,82.0
24c..00,216,1,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
26L..00,122,2,7.0,8.0,7.5,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0
271..00,122,46,14.0,41.0,31.347826,23.0,26.0,28.0,31.0,33.0,34.0,36.0,37.0,39.0
271..00,408,9,17.0,38.0,31.88889,26.0,33.0,33.0,33.0,35.0,35.0,35.0,35.0,35.0
271..00,1863,6,19.0,32.0,26.5,23.0,23.0,26.0,26.0,27.0,27.0,32.0,32.0,32.0
27D..00,122,8,25.0,37.0,32.25,28.0,28.0,31.0,32.0,33.0,33.0,36.0,36.0,36.0
27D..00,408,6,15.0,35.0,28.0,24.0,24.0,29.0,29.0,31.0,31.0,34.0,34.0,35.0
293..00,156,4,64.3,65.5,64.899994,64.3,64.4,64.4,64.4,65.4,65.4,65.4,65.4,65.5
29B..00,10,22,3.0,9.0,7.0,4.0,5.0,6.0,7.0,8.0,8.0,8.0,9.0,9.0
29B..00,32,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2B6..00,8634,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2B7..00,8634,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2B7..00,216,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2D9..00,236,2,17.3,22.0,19.65,17.3,17.3,17.3,17.3,22.0,22.0,22.0,22.0,22.0
2D9..00,256,1,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3
2E2..00,131,47073,0.0,3796.0,36.958042,36.0,36.2,36.4,36.5,36.7,36.8,36.9,37.1,37.4
2E2..00,110,336,34.8,40.5,36.67678,36.0,36.1,36.3,36.5,36.6,36.8,37.0,37.0,37.5
2E2..00,381,236,35.0,39.3,36.71654,36.0,36.2,36.3,36.5,36.7,36.8,36.9,37.1,37.6
2E2..00,1174,62,35.9,38.3,36.946774,36.4,36.6,36.7,36.7,36.8,37.0,37.1,37.4,37.7
2E2..00,802,49,35.5,38.4,36.704082,36.0,36.2,36.4,36.6,36.7,36.8,36.9,37.1,37.4
2E2..00,975,47,0.0,38.6,35.868084,36.1,36.2,36.4,36.5,36.6,36.6,36.7,36.9,37.3
2E2..00,1076,46,35.0,39.0,36.86087,36.0,36.1,36.6,36.8,36.9,37.0,37.1,37.5,37.7
2E2..00,132,33,35.6,40.1,37.12424,36.1,36.5,36.7,36.9,37.0,37.1,37.2,37.6,37.9
2E2..00,1707,28,35.4,38.3,36.65357,35.9,36.1,36.2,36.5,36.6,36.8,37.0,37.1,37.5
2E2..00,1349,21,95.6,99.3,97.10952,95.7,96.1,96.3,96.7,97.4,97.5,97.7,97.9,98.6
2E2..00,1218,18,35.9,37.9,36.850002,36.3,36.3,36.7,36.8,36.9,36.9,37.1,37.2,37.4
2E2..00,402,18,36.1,39.0,36.927776,36.1,36.4,36.5,36.6,36.7,36.8,37.0,37.3,37.8
2E2..00,1226,11,35.0,37.5,35.85454,35.0,35.0,35.3,35.3,35.5,35.5,36.5,36.6,37.2
2E2..00,2303,10,35.0,38.2,36.54,35.6,35.7,35.8,36.1,36.8,36.8,36.8,37.6,37.8
2E2..00,1297,10,35.9,36.9,36.54,36.0,36.2,36.5,36.7,36.7,36.7,36.8,36.8,36.9
2E2..00,935,7,35.6,37.7,36.4,35.9,35.9,36.0,36.0,36.4,36.4,36.4,36.8,36.8
2E2..00,943,7,35.4,37.7,36.728573,36.6,36.6,36.7,36.7,36.8,36.8,36.8,37.1,37.1
2E2..00,111,4,36.3,37.2,36.875,36.3,36.8,36.8,36.8,37.2,37.2,37.2,37.2,37.2
2E2..00,5793,3,36.5,38.1,37.1,36.5,36.5,36.7,36.7,36.7,36.7,36.7,38.1,38.1
2E2..00,1379,3,97.4,97.8,97.56667,97.4,97.4,97.5,97.5,97.5,97.5,97.5,97.8,97.8
2E2..00,1062,2,36.8,37.6,37.199997,36.8,36.8,36.8,36.8,37.6,37.6,37.6,37.6,37.6
2E2..00,929,2,37.5,38.3,37.9,37.5,37.5,37.5,37.5,38.3,38.3,38.3,38.3,38.3
2E2..00,3864,1,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3
2E2..00,941,1,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6
2E2..00,104,1,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9
2E2..00,14641,1,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7
2E3..00,131,3614,3.2,3606.0,37.969177,36.0,36.2,36.4,36.5,36.6,36.7,36.9,37.0,37.3
2E3..00,381,1947,34.5,100.7,36.767506,36.0,36.2,36.4,36.5,36.7,36.8,37.0,37.2,37.6
2E3..00,402,431,6.3,40.0,36.642704,36.0,36.1,36.4,36.5,36.6,36.8,37.0,37.1,37.5
2E3..00,110,310,3.7,1236.7,41.58387,36.0,36.3,36.5,36.6,36.7,36.8,37.0,37.2,37.5
2E3..00,943,33,35.0,38.3,36.612118,35.8,36.0,36.6,36.6,36.7,36.8,36.8,37.0,37.2
2E3..00,1297,11,36.1,39.0,37.136364,36.5,36.5,36.6,36.6,36.7,37.1,37.5,37.6,38.3
2E3..00,1258,8,36.4,37.79,36.873753,36.5,36.5,36.5,36.7,36.7,36.7,37.2,37.2,37.2
2E3..00,111,8,34.8,37.0,36.275,35.7,35.7,35.9,36.4,36.5,36.5,36.9,37.0,37.0
2E3..00,802,6,35.7,37.5,36.383335,36.0,36.0,36.1,36.1,36.3,36.3,36.7,36.7,37.5
2E3..00,801,4,35.9,36.8,36.275,35.9,36.0,36.0,36.0,36.4,36.4,36.4,36.4,36.8
2E3..00,1155,2,36.2,36.5,36.35,36.2,36.2,36.2,36.2,36.5,36.5,36.5,36.5,36.5
2E3..00,496,2,36.7,36.8,36.75,36.7,36.7,36.7,36.7,36.8,36.8,36.8,36.8,36.8
2E3..00,1218,2,35.0,36.0,35.5,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0
2E3..00,1076,1,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
2E3..00,41,1,36.29,36.29,36.29,36.29,36.29,36.29,36.29,36.29,36.29,36.29,36.29,36.29
2Fb..00,1,409,0.0,100.0,77.22983,30.0,50.0,70.0,80.0,90.0,100.0,100.0,100.0,100.0
2G5..00,122,1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2G5..00,2346,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2H9..00,101,22,10.0,90.0,62.5,40.0,45.0,45.0,60.0,60.0,70.0,80.0,90.0,90.0
2H9..00,496,17,30.0,90.0,73.23529,45.0,60.0,70.0,70.0,80.0,90.0,90.0,90.0,90.0
2H9..00,1155,1,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
2H9..00,3064,1,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
2HK..00,101,1,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
2I2..00,2272,11,94.0,186.0,150.18182,128.0,130.0,140.0,142.0,150.0,152.0,170.0,180.0,180.0
3....00,218,24,2.3,6.1,3.741667,2.9,3.3,3.4,3.4,3.7,3.8,3.8,4.1,4.9
3....00,212,5,58.0,151.0,91.0,58.0,59.0,59.0,68.0,68.0,68.0,119.0,119.0,151.0
312..00,216,2444,0.8,468.0,15.773589,10.0,12.0,13.0,14.0,15.0,16.0,17.0,19.0,21.0
312..00,1452,792,0.75,59.0,16.44793,11.0,13.0,14.0,15.0,16.0,17.0,18.0,20.0,22.0
312..00,210,97,8.0,23.0,16.082474,13.0,14.0,15.0,16.0,16.0,17.0,18.0,18.0,19.0
312..00,12155,24,12.0,27.0,18.833334,14.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,24.0
312..00,1209,19,7.0,28.0,19.368422,12.0,14.0,16.0,19.0,20.0,21.0,23.0,24.0,27.0
312..00,209,13,0.0,623.0,305.65652,0.0,0.535,22.0,25.0,486.0,503.0,548.0,590.0,603.0
312..00,212,9,9.0,30.0,16.58889,12.0,13.0,13.0,14.0,15.3,17.0,17.0,17.0,22.0
312..00,28582,1,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0
315..00,122,4,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
315..00,2145,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317..00,200,34,0.0,1000.0,172.58824,12.0,35.0,79.0,100.0,138.0,146.0,152.0,177.0,288.0
317..00,319,22,0.0,999.0,71.93637,3.5,5.4,8.0,10.0,10.8,13.0,17.0,52.0,76.0
317..00,167,3,1.39,2.48,1.9799999,1.39,1.39,2.07,2.07,2.07,2.07,2.07,2.48,2.48
317..00,261,2,5.4,24.2,14.8,5.4,5.4,5.4,5.4,24.2,24.2,24.2,24.2,24.2
317..00,1922,2,10.4,19.0,14.7,10.4,10.4,10.4,10.4,19.0,19.0,19.0,19.0,19.0
317..00,202,1,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2
317..00,315,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318..00,200,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
319..00,288,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31A..00,122,2,0.0,29.0,14.5,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0
31B..00,44,3,4.0,77.0,42.0,4.0,4.0,45.0,45.0,45.0,45.0,45.0,77.0,77.0
31B..00,673,2,0.0,50.0,25.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0
31Z..00,256,1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1
32...00,11732,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321..00,343,2,68.0,74.0,71.0,68.0,68.0,68.0,68.0,74.0,74.0,74.0,74.0,74.0
337..00,1,15,30.0,84.0,58.44,33.9,42.0,46.0,61.0,62.0,66.0,67.8,75.0,82.0
337..00,309,6,92.0,100.0,98.5,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
337..00,1810,5,2.31,62.0,19.566,2.31,4.01,4.01,4.51,4.51,4.51,25.0,25.0,62.0
337..00,651,4,0.27,104.0,44.692497,0.27,1.5,1.5,1.5,73.0,73.0,73.0,73.0,104.0
337..00,2933,2,3.02,6.37,4.6949997,3.02,3.02,3.02,3.02,6.37,6.37,6.37,6.37,6.37
337..00,167,1,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
338..00,160,3161,0.19,4043.0,4.8415933,1.72,2.04,2.32,2.57,2.83,3.07,3.32,3.63,4.12
338..00,166,1182,0.0,322.0,4.083005,1.7,2.04,2.33,2.61,2.87,3.12,3.39,3.72,4.22
338..00,167,187,0.93,443.0,5.7401075,1.59,1.8,2.09,2.27,2.49,2.75,3.14,3.49,3.95
338..00,1,44,59.0,145.0,93.454544,68.0,75.0,80.0,84.0,90.0,92.0,106.0,111.0,121.0
338..00,163,14,1.57,3.69,2.2142856,1.8,2.04,2.05,2.07,2.09,2.1,2.16,2.36,2.48
338..00,200,12,0.0,5080.0,519.21497,1.0,1.99,2.11,2.57,3.53,3.72,233.0,380.0,520.0
339..00,163,51692,0.0,5073.0,391.00235,210.0,270.0,320.0,350.0,395.0,429.0,470.0,520.0,570.0
339..00,1,11903,-33.0,910.0,65.99525,38.6,48.0,55.0,61.0,66.0,71.0,77.0,83.0,94.0
339..00,164,10442,0.0,410410.0,467.0859,192.0,250.0,280.0,320.0,350.0,395.0,425.0,470.0,530.0
339..00,166,6530,0.0,3330.0,5.0843515,0.92,1.22,1.45,1.68,1.92,2.18,2.49,2.89,3.48
339..00,160,5709,0.0,3601.0,7.3939047,0.97,1.25,1.53,1.81,2.06,2.36,2.67,3.09,3.72
339..00,167,4244,0.0,2920.0,4.3002887,0.99,1.26,1.5,1.74,1.96,2.21,2.54,2.93,3.5
339..00,326,2684,-42.66,2000.0,275.79266,1.74,3.32,180.0,250.0,300.0,350.0,392.0,440.0,510.0
339..00,169,857,0.0,740.0,332.46112,170.0,220.0,250.0,300.0,330.0,360.0,400.0,450.0,510.0
339..00,66,496,0.0,750.0,507.8145,403.0,420.0,447.0,476.0,528.0,548.0,566.0,589.0,612.0
339..00,246,236,0.72,265.0,67.50111,42.0,50.0,57.0,61.0,67.0,73.2,78.7,85.0,95.0
339..00,260,137,0.311,94.0,34.51627,0.48,0.561,0.65,0.778,39.7,54.0,63.0,69.0,77.0
339..00,200,136,0.44,3920.0,1284.1886,1.36,1.86,2.7,4.28,1220.0,1760.0,2210.0,2710.0,3060.0
339..00,1239,101,143.0,600.0,364.32672,250.0,300.0,320.0,340.0,350.0,390.0,420.0,440.0,450.0
339..00,902,73,0.49,4.98,2.2475338,1.17,1.31,1.7,2.03,2.34,2.42,2.56,3.06,3.36
339..00,1264,72,100.0,690.0,334.58334,170.0,190.0,220.0,260.0,300.0,350.0,380.0,520.0,550.0
339..00,928,62,1.2,600.0,256.74115,2.71,3.23,200.0,250.0,280.0,300.0,340.0,420.0,470.0
339..00,1005,42,0.74,480.0,220.49002,1.44,2.01,2.75,160.0,270.0,350.0,370.0,400.0,450.0
339..00,745,34,150.0,700.0,373.38235,200.0,280.0,313.0,370.0,400.0,420.0,440.0,450.0,470.0
339..00,1981,33,28.0,93.0,64.78788,44.0,52.0,61.0,65.0,66.0,70.0,72.0,79.0,87.0
339..00,218,30,136.0,700.0,385.63333,240.0,250.0,290.0,350.0,370.0,406.0,434.0,500.0,590.0
339..00,334,29,0.65,450.0,42.646896,1.1,1.3,1.4,1.76,1.95,2.07,2.39,2.43,3.14
339..00,7344,27,36.3,118.0,76.2889,54.6,61.1,63.4,68.4,73.1,80.9,81.3,102.8,104.5
339..00,1180,24,3.87,410.0,308.88,4.9,300.0,320.0,320.0,350.0,360.0,380.0,390.0,400.0
339..00,839,22,0.92,4.48,2.6859088,1.59,1.69,2.2,2.53,2.8,2.96,3.29,3.35,3.8
339..00,521,22,0.53,0.78,0.6413637,0.56,0.58,0.58,0.6,0.64,0.65,0.7,0.72,0.75
339..00,1359,19,1.1,4.3,2.3073683,1.2,1.59,1.6,2.1,2.3,2.55,2.77,2.84,3.48
339..00,1282,13,45.5,114.0,71.29231,46.5,47.9,66.0,68.0,70.0,70.2,78.5,83.5,108.0
339..00,1155,12,1.98,410.0,272.09833,3.2,200.0,220.0,320.0,350.0,350.0,350.0,360.0,380.0
339..00,315,9,2.69,3980.0,1900.2988,120.0,320.0,320.0,480.0,2330.0,3010.0,3280.0,3280.0,3580.0
339..00,202,9,190.0,1210.0,507.22223,350.0,350.0,350.0,370.0,400.0,565.0,565.0,565.0,565.0
339..00,382,8,58.0,560.0,428.125,380.0,380.0,390.0,450.0,517.0,517.0,530.0,540.0,540.0
339..00,1100,8,50.0,610.0,299.25,80.0,80.0,128.0,140.0,276.0,276.0,510.0,600.0,600.0
339..00,171,8,120.0,380.0,253.75,200.0,200.0,210.0,220.0,220.0,220.0,300.0,380.0,380.0
339..00,2837,7,120.0,300.0,193.57143,125.0,125.0,125.0,125.0,200.0,225.0,225.0,260.0,260.0
339..00,1926,6,1.6,3.62,2.5633333,2.36,2.36,2.43,2.43,2.52,2.52,2.85,2.85,3.62
339..00,1284,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339..00,1805,5,275.0,490.0,390.8,275.0,359.0,359.0,400.0,400.0,400.0,430.0,430.0,490.0
339..00,2064,5,2.47,3.08,2.7,2.47,2.47,2.47,2.62,2.62,2.62,2.86,2.86,3.08
339..00,1206,5,300.0,400.0,327.0,300.0,300.0,300.0,315.0,315.0,315.0,320.0,320.0,400.0
339..00,2629,4,26.0,50.0,37.25,26.0,30.0,30.0,30.0,43.0,43.0,43.0,43.0,50.0
339..00,42,4,0.56,79.0,40.035,0.56,2.38,2.38,2.38,78.2,78.2,78.2,78.2,79.0
339..00,709,3,41.0,61.0,49.666668,41.0,41.0,47.0,47.0,47.0,47.0,47.0,61.0,61.0
339..00,742,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339..00,3025,3,590.0,705.0,640.3333,590.0,590.0,626.0,626.0,626.0,626.0,626.0,705.0,705.0
339..00,1232,3,33.0,93.0,56.0,33.0,33.0,42.0,42.0,42.0,42.0,42.0,93.0,93.0
339..00,2821,3,3.61,3.67,3.64,3.61,3.61,3.64,3.64,3.64,3.64,3.64,3.67,3.67
339..00,1798,2,300.0,400.0,350.0,300.0,300.0,300.0,300.0,400.0,400.0,400.0,400.0,400.0
339..00,4629,2,210.0,220.0,215.0,210.0,210.0,210.0,210.0,220.0,220.0,220.0,220.0,220.0
339..00,1199,2,240.0,290.0,265.0,240.0,240.0,240.0,240.0,290.0,290.0,290.0,290.0,290.0
339..00,1317,2,400.0,490.0,445.0,400.0,400.0,400.0,400.0,490.0,490.0,490.0,490.0,490.0
339..00,5919,2,44.0,47.0,45.5,44.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0
339..00,2865,2,2.24,2.93,2.585,2.24,2.24,2.24,2.24,2.93,2.93,2.93,2.93,2.93
339..00,175,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
339..00,9133,2,300.0,360.0,330.0,300.0,300.0,300.0,300.0,360.0,360.0,360.0,360.0,360.0
339..00,3005,2,1.0,1.861,1.4305,1.0,1.0,1.0,1.0,1.861,1.861,1.861,1.861,1.861
339..00,319,1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
339..00,2515,1,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
339..00,3773,1,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
339..00,3178,1,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
339..00,13682,1,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06
339..00,288,1,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0
339..00,1963,1,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
339..00,1862,1,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0
339..00,1269,1,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0
339..00,64,1,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
339..00,41,1,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0
339..00,1120,1,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0
339..00,421,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339..00,1459,1,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
339..00,1716,1,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0
339..00,1727,1,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0
33B..00,1,908,0.0,78.0,43.409508,20.0,29.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0
33B..00,246,58,3.0,65.8,21.91207,7.6,10.5,12.0,15.0,17.2,20.0,28.0,34.4,40.0
33B..00,6306,2,100.0,200.0,150.0,100.0,100.0,100.0,100.0,200.0,200.0,200.0,200.0,200.0
33E..00,1568,2,1502.0,1680.0,1591.0,1502.0,1502.0,1502.0,1502.0,1680.0,1680.0,1680.0,1680.0,1680.0
33G..00,1,21,5.2,90.0,19.052385,7.0,7.7,7.7,7.7,7.7,11.0,14.6,32.2,37.9
33H..00,1,11,0.0,13.0,8.363636,0.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,12.0
33I..00,1,1,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
33K..00,1,3,11.0,26.0,21.0,11.0,11.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
33N..00,261,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
